isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST NORTH 230 0
true false NORTH EAST 230 0
true false EAST SOUTH 229 10
true false SOUTH NORTH 229 10
true false NORTH WEST 229 10
true false WEST NORTH 229 10
true false NORTH WEST 229 10
true false WEST EAST 228 20
true false EAST WEST 228 20
true false WEST WEST 228 20
true false WEST EAST 227 30
true false EAST NORTH 227 30
true false NORTH NORTH 227 30
true false NORTH EAST 227 30
true false EAST EAST 227 30
true false EAST EAST 227 30
true false EAST SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH WEST 226 40
true false WEST SOUTH 226 40
true false SOUTH EAST 226 40
true false EAST SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH WEST 226 40
true false WEST WEST 226 40
true false WEST WEST 226 40
true false WEST EAST 226 40
true false EAST WEST 226 40
true false WEST NORTH 226 40
true false NORTH SOUTH 226 40
true false SOUTH EAST 226 40
true false EAST SOUTH 226 40
true false SOUTH SOUTH 225 50
true false SOUTH WEST 224 60
true false WEST SOUTH 223 70
true false SOUTH WEST 222 80
true false WEST EAST 221 90
true false EAST SOUTH 221 90
true false SOUTH EAST 221 90
true false EAST WEST 220 100
true false WEST WEST 220 100
true false WEST NORTH 220 100
true false NORTH EAST 220 100
true false EAST EAST 220 100
true false EAST NORTH 220 100
true false NORTH NORTH 220 100
true false NORTH WEST 220 100
true false WEST SOUTH 220 100
true false SOUTH NORTH 220 100
true false NORTH WEST 220 100
true false WEST WEST 220 100
true false WEST SOUTH 220 100
true false SOUTH WEST 220 100
true false WEST EAST 220 100
true false EAST SOUTH 220 100
true false SOUTH NORTH 220 100
true false NORTH EAST 220 100
true false EAST NORTH 219 110
true false NORTH WEST 219 110
true false WEST NORTH 219 110
true false NORTH EAST 219 110
true false EAST WEST 219 110
true false WEST NORTH 219 110
true false NORTH SOUTH 219 110
true false SOUTH WEST 219 110
true false WEST NORTH 219 110
true false NORTH NORTH 219 110
true false NORTH EAST 219 110
true false EAST NORTH 219 110
true false NORTH EAST 219 110
true false EAST NORTH 219 110
true false NORTH WEST 219 110
true false WEST EAST 219 110
true false EAST SOUTH 219 110
true false SOUTH SOUTH 219 110
true false SOUTH EAST 219 110
true false EAST EAST 218 120
true false EAST EAST 217 130
true false EAST SOUTH 216 140
