isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST WEST 230 0
true false WEST SOUTH 229 10
true false SOUTH SOUTH 229 10
true false SOUTH NORTH 229 10
true false NORTH SOUTH 229 10
true false SOUTH EAST 229 10
true false EAST SOUTH 229 10
true false SOUTH EAST 228 20
true false EAST EAST 228 20
true false EAST NORTH 228 20
true false NORTH EAST 228 20
true false EAST EAST 227 30
true false EAST NORTH 226 40
true false NORTH NORTH 226 40
true false NORTH NORTH 226 40
true false NORTH SOUTH 226 40
true false SOUTH WEST 226 40
true false WEST NORTH 226 40
true false NORTH WEST 226 40
true false WEST NORTH 226 40
true false NORTH SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH EAST 226 40
true false EAST EAST 226 40
true false EAST NORTH 226 40
true false NORTH SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH WEST 226 40
true false WEST EAST 226 40
true false EAST SOUTH 226 40
true false SOUTH EAST 226 40
true false EAST SOUTH 225 50
true false SOUTH EAST 225 50
true false EAST NORTH 224 60
true false NORTH WEST 224 60
true false WEST SOUTH 224 60
true false SOUTH WEST 224 60
true false WEST NORTH 224 60
true false NORTH SOUTH 224 60
true false SOUTH SOUTH 224 60
true false SOUTH EAST 224 60
true false EAST EAST 224 60
true false EAST WEST 224 60
true false WEST WEST 224 60
true false WEST NORTH 224 60
true false NORTH WEST 224 60
true false WEST NORTH 224 60
true false NORTH EAST 224 60
true false EAST NORTH 224 60
true false NORTH SOUTH 224 60
true false SOUTH SOUTH 224 60
true false SOUTH NORTH 224 60
true false NORTH WEST 224 60
true false WEST NORTH 224 60
true false NORTH EAST 224 60
true false EAST WEST 224 60
true false WEST EAST 224 60
true false EAST NORTH 224 60
true false NORTH NORTH 224 60
true false NORTH NORTH 224 60
true false NORTH EAST 224 60
true false EAST SOUTH 224 60
true false SOUTH NORTH 224 60
true false NORTH SOUTH 224 60
true false SOUTH EAST 224 60
true false EAST SOUTH 224 60
true false SOUTH WEST 224 60
true false WEST WEST 224 60
true false WEST SOUTH 224 60
true false SOUTH WEST 224 60
true false WEST EAST 224 60
true false EAST NORTH 224 60
true false NORTH NORTH 224 60
true false NORTH EAST 224 60
true false EAST EAST 224 60
true false EAST EAST 224 60
true false EAST NORTH 223 70
true false NORTH SOUTH 222 80
true false SOUTH NORTH 222 80
true false NORTH EAST 222 80
true false EAST EAST 221 90
true false EAST NORTH 221 90
true false NORTH SOUTH 220 100
true false SOUTH EAST 220 100
true false EAST SOUTH 220 100
true false SOUTH SOUTH 219 110
true false SOUTH NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH EAST 218 120
true false EAST WEST 218 120
true false WEST EAST 218 120
true false EAST WEST 218 120
true false WEST WEST 218 120
true false WEST EAST 218 120
true false EAST EAST 218 120
true false EAST EAST 218 120
true false EAST WEST 218 120
true false WEST NORTH 218 120
true false NORTH EAST 218 120
true false EAST NORTH 218 120
true false NORTH WEST 218 120
true false WEST SOUTH 218 120
true false SOUTH EAST 218 120
true false EAST WEST 218 120
true false WEST SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH WEST 218 120
true false WEST EAST 218 120
true false EAST SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH WEST 218 120
true false WEST NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH WEST 218 120
true false WEST EAST 218 120
true false EAST WEST 218 120
true false WEST EAST 218 120
true false EAST NORTH 218 120
true false NORTH EAST 218 120
true false EAST EAST 218 120
true false EAST WEST 218 120
true false WEST WEST 218 120
true false WEST EAST 218 120
true false EAST WEST 218 120
true false WEST WEST 218 120
true false WEST SOUTH 218 120
true false SOUTH WEST 218 120
true false WEST SOUTH 218 120
true false SOUTH WEST 218 120
true false WEST NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH NORTH 218 120
true false NORTH EAST 218 120
true false EAST WEST 218 120
true false WEST NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH EAST 218 120
true false EAST WEST 218 120
true false WEST EAST 218 120
true false EAST EAST 218 120
true false EAST NORTH 218 120
true false NORTH WEST 218 120
true false WEST WEST 218 120
true false WEST WEST 218 120
true false WEST WEST 218 120
true false WEST WEST 218 120
true false WEST SOUTH 217 130
true false SOUTH EAST 217 130
true false EAST SOUTH 217 130
true false SOUTH WEST 217 130
true false WEST NORTH 217 130
true false NORTH WEST 217 130
true false WEST WEST 216 140
true false WEST SOUTH 215 150
true false SOUTH EAST 215 150
true false EAST SOUTH 215 150
true false SOUTH NORTH 215 150
true false NORTH WEST 215 150
true false WEST EAST 215 150
true false EAST WEST 215 150
true false WEST NORTH 215 150
true false NORTH NORTH 215 150
true false NORTH EAST 215 150
true false EAST NORTH 215 150
true false NORTH NORTH 215 150
true false NORTH SOUTH 215 150
true false SOUTH WEST 215 150
true false WEST SOUTH 215 150
true false SOUTH WEST 215 150
true false WEST WEST 214 160
true false WEST SOUTH 213 170
true false SOUTH WEST 212 180
true false WEST EAST 212 180
true false EAST SOUTH 212 180
true false SOUTH SOUTH 211 190
true false SOUTH SOUTH 210 200
true false SOUTH EAST 210 200
true false EAST NORTH 209 210
true false NORTH EAST 209 210
true false EAST NORTH 208 220
true false NORTH NORTH 208 220
true false NORTH EAST 208 220
true false EAST NORTH 207 230
true false NORTH EAST 207 230
true false EAST NORTH 206 240
true false NORTH SOUTH 206 240
true false SOUTH NORTH 206 240
true false NORTH WEST 206 240
true false WEST NORTH 206 240
true false NORTH WEST 206 240
true false WEST SOUTH 206 240
true false SOUTH SOUTH 206 240
true false SOUTH WEST 206 240
true false WEST NORTH 206 240
true false NORTH WEST 206 240
true false WEST WEST 206 240
true false WEST EAST 205 250
true false EAST SOUTH 205 250
true false SOUTH WEST 205 250
true false WEST WEST 205 250
true false WEST NORTH 204 260
true false NORTH NORTH 203 270
true false NORTH WEST 202 280
true false WEST WEST 201 290
true false WEST SOUTH 200 300
true false SOUTH NORTH 199 310
true false NORTH SOUTH 199 310
true false SOUTH NORTH 199 310
true false NORTH EAST 199 310
true false EAST EAST 199 310
true false EAST EAST 199 310
true false EAST EAST 199 310
true false EAST SOUTH 199 310
true false SOUTH EAST 199 310
true false EAST EAST 198 320
true false EAST EAST 198 320
true false EAST NORTH 198 320
true false NORTH SOUTH 198 320
true false SOUTH WEST 198 320
true false WEST SOUTH 198 320
true false SOUTH SOUTH 198 320
true false SOUTH EAST 198 320
true false EAST WEST 198 320
true false WEST WEST 198 320
true false WEST WEST 198 320
true false WEST NORTH 197 330
true false NORTH SOUTH 197 330
true false SOUTH WEST 197 330
true false WEST NORTH 197 330
true false NORTH NORTH 197 330
true false NORTH WEST 197 330
true false WEST WEST 197 330
true false WEST WEST 197 330
true false WEST WEST 197 330
true false WEST SOUTH 197 330
true false SOUTH NORTH 197 330
true false NORTH EAST 197 330
true false EAST WEST 197 330
true false WEST WEST 197 330
true false WEST WEST 197 330
true false WEST EAST 197 330
true false EAST EAST 197 330
true false EAST EAST 197 330
true false EAST NORTH 197 330
true false NORTH EAST 196 340
true false EAST EAST 196 340
true false EAST SOUTH 196 340
true false SOUTH SOUTH 196 340
true false SOUTH SOUTH 196 340
true false SOUTH NORTH 196 340
true false NORTH SOUTH 196 340
true false SOUTH NORTH 196 340
true false NORTH WEST 196 340
true false WEST SOUTH 196 340
true false SOUTH SOUTH 196 340
true false SOUTH EAST 196 340
true false EAST NORTH 196 340
true false NORTH WEST 196 340
true false WEST WEST 196 340
true false WEST NORTH 196 340
true false NORTH NORTH 196 340
true false NORTH WEST 196 340
true false WEST SOUTH 195 350
true false SOUTH SOUTH 195 350
true false SOUTH NORTH 195 350
true false NORTH NORTH 195 350
true false NORTH SOUTH 194 360
true false SOUTH WEST 194 360
true false WEST EAST 194 360
true false EAST WEST 194 360
true false WEST NORTH 194 360
true false NORTH WEST 194 360
