isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST WEST 230 0
true false WEST EAST 229 10
true false EAST WEST 229 10
true false WEST SOUTH 229 10
true false SOUTH SOUTH 229 10
true false SOUTH SOUTH 229 10
true false SOUTH WEST 229 10
true false WEST WEST 228 20
true false WEST SOUTH 227 30
true false SOUTH WEST 227 30
true false WEST SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH EAST 226 40
true false EAST EAST 226 40
true false EAST EAST 226 40
true false EAST WEST 226 40
true false WEST WEST 226 40
true false WEST WEST 226 40
true false WEST NORTH 226 40
true false NORTH EAST 226 40
true false EAST SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH WEST 226 40
true false WEST NORTH 226 40
true false NORTH EAST 226 40
true false EAST NORTH 226 40
true false NORTH WEST 226 40
true false WEST NORTH 226 40
true false NORTH WEST 226 40
true false WEST WEST 225 50
true false WEST NORTH 224 60
true false NORTH EAST 223 70
true false EAST WEST 222 80
true false WEST NORTH 222 80
true false NORTH WEST 221 90
true false WEST NORTH 221 90
true false NORTH NORTH 220 100
true false NORTH EAST 220 100
true false EAST NORTH 219 110
true false NORTH NORTH 218 120
true false NORTH EAST 217 130
true false EAST SOUTH 217 130
true false SOUTH SOUTH 217 130
true false SOUTH NORTH 217 130
true false NORTH NORTH 217 130
true false NORTH EAST 217 130
true false EAST EAST 217 130
true false EAST NORTH 217 130
true false NORTH EAST 217 130
true false EAST EAST 217 130
true false EAST SOUTH 217 130
true false SOUTH EAST 217 130
true false EAST EAST 217 130
true false EAST NORTH 217 130
true false NORTH NORTH 217 130
true false NORTH EAST 217 130
true false EAST WEST 217 130
true false WEST NORTH 217 130
true false NORTH EAST 216 140
true false EAST SOUTH 216 140
true false SOUTH WEST 216 140
true false WEST SOUTH 216 140
true false SOUTH EAST 216 140
true false EAST SOUTH 216 140
true false SOUTH SOUTH 216 140
true false SOUTH WEST 216 140
true false WEST NORTH 216 140
true false NORTH NORTH 216 140
true false NORTH NORTH 216 140
true false NORTH SOUTH 216 140
true false SOUTH EAST 216 140
true false EAST WEST 216 140
true false WEST SOUTH 216 140
