isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST SOUTH 230 0
true false SOUTH SOUTH 229 10
true false SOUTH EAST 228 20
true false EAST NORTH 227 30
true false NORTH WEST 227 30
true false WEST NORTH 227 30
true false NORTH WEST 227 30
true false WEST WEST 227 30
true false WEST EAST 227 30
true false EAST WEST 227 30
true false WEST EAST 227 30
true false EAST NORTH 227 30
true false NORTH NORTH 227 30
true false NORTH NORTH 227 30
true false NORTH WEST 227 30
true false WEST SOUTH 226 40
true false SOUTH WEST 226 40
true false WEST SOUTH 225 50
true false SOUTH SOUTH 225 50
true false SOUTH SOUTH 225 50
true false SOUTH NORTH 225 50
true false NORTH EAST 225 50
true false EAST EAST 225 50
true false EAST SOUTH 225 50
true false SOUTH SOUTH 225 50
true false SOUTH EAST 225 50
true false EAST WEST 225 50
true false WEST EAST 225 50
true false EAST EAST 225 50
true false EAST SOUTH 225 50
true false SOUTH SOUTH 224 60
true false SOUTH NORTH 224 60
true false NORTH SOUTH 224 60
true false SOUTH EAST 224 60
true false EAST EAST 223 70
true false EAST EAST 222 80
true false EAST SOUTH 221 90
true false SOUTH NORTH 221 90
true false NORTH SOUTH 221 90
true false SOUTH WEST 221 90
true false WEST WEST 221 90
true false WEST NORTH 221 90
true false NORTH NORTH 221 90
true false NORTH NORTH 221 90
true false NORTH NORTH 221 90
true false NORTH EAST 221 90
true false EAST NORTH 221 90
true false NORTH NORTH 221 90
true false NORTH SOUTH 221 90
true false SOUTH SOUTH 221 90
true false SOUTH WEST 221 90
true false WEST NORTH 221 90
true false NORTH EAST 221 90
true false EAST NORTH 221 90
true false NORTH SOUTH 221 90
true false SOUTH NORTH 221 90
true false NORTH WEST 221 90
true false WEST SOUTH 221 90
true false SOUTH SOUTH 221 90
true false SOUTH EAST 221 90
true false EAST NORTH 221 90
true false NORTH NORTH 221 90
true false NORTH SOUTH 221 90
true false SOUTH WEST 221 90
true false WEST WEST 221 90
true false WEST NORTH 221 90
true false NORTH NORTH 221 90
true false NORTH WEST 221 90
true false WEST NORTH 221 90
true false NORTH WEST 221 90
true false WEST WEST 221 90
true false WEST SOUTH 221 90
true false SOUTH WEST 221 90
true false WEST SOUTH 220 100
true false SOUTH SOUTH 219 110
true false SOUTH NORTH 219 110
true false NORTH EAST 219 110
true false EAST WEST 219 110
true false WEST NORTH 219 110
true false NORTH EAST 219 110
true false EAST NORTH 219 110
true false NORTH EAST 219 110
true false EAST WEST 219 110
true false WEST WEST 219 110
true false WEST SOUTH 219 110
true false SOUTH EAST 219 110
true false EAST EAST 219 110
true false EAST NORTH 219 110
true false NORTH SOUTH 219 110
true false SOUTH EAST 219 110
true false EAST EAST 219 110
true false EAST NORTH 219 110
true false NORTH WEST 219 110
true false WEST WEST 219 110
true false WEST NORTH 219 110
true false NORTH SOUTH 219 110
true false SOUTH SOUTH 219 110
true false SOUTH WEST 219 110
true false WEST NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH EAST 218 120
true false EAST WEST 218 120
true false WEST WEST 218 120
true false WEST NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH EAST 218 120
true false EAST NORTH 218 120
true false NORTH EAST 218 120
true false EAST WEST 218 120
true false WEST EAST 218 120
true false EAST WEST 218 120
true false WEST NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH EAST 218 120
true false EAST NORTH 218 120
true false NORTH WEST 218 120
true false WEST WEST 218 120
true false WEST EAST 218 120
true false EAST EAST 218 120
true false EAST NORTH 218 120
true false NORTH EAST 218 120
true false EAST NORTH 217 130
true false NORTH NORTH 217 130
true false NORTH EAST 217 130
true false EAST WEST 216 140
true false WEST NORTH 216 140
true false NORTH WEST 216 140
true false WEST SOUTH 216 140
true false SOUTH SOUTH 216 140
true false SOUTH SOUTH 216 140
true false SOUTH NORTH 216 140
true false NORTH EAST 216 140
true false EAST NORTH 216 140
true false NORTH NORTH 216 140
true false NORTH WEST 216 140
true false WEST WEST 216 140
true false WEST SOUTH 216 140
true false SOUTH WEST 216 140
true false WEST NORTH 215 150
true false NORTH EAST 215 150
true false EAST EAST 215 150
true false EAST EAST 215 150
true false EAST WEST 215 150
true false WEST SOUTH 215 150
true false SOUTH SOUTH 215 150
true false SOUTH WEST 215 150
true false WEST EAST 215 150
true false EAST SOUTH 215 150
true false SOUTH SOUTH 215 150
true false SOUTH WEST 215 150
true false WEST EAST 215 150
true false EAST NORTH 215 150
true false NORTH SOUTH 215 150
true false SOUTH EAST 215 150
true false EAST EAST 215 150
true false EAST WEST 215 150
true false WEST EAST 215 150
true false EAST SOUTH 215 150
true false SOUTH SOUTH 215 150
true false SOUTH NORTH 215 150
true false NORTH NORTH 215 150
true false NORTH NORTH 215 150
true false NORTH EAST 215 150
true false EAST NORTH 215 150
true false NORTH WEST 215 150
true false WEST SOUTH 215 150
true false SOUTH EAST 215 150
true false EAST SOUTH 215 150
true false SOUTH NORTH 215 150
true false NORTH WEST 215 150
true false WEST WEST 215 150
true false WEST WEST 215 150
true false WEST EAST 215 150
true false EAST NORTH 215 150
true false NORTH EAST 215 150
true false EAST SOUTH 215 150
true false SOUTH EAST 215 150
true false EAST SOUTH 215 150
true false SOUTH NORTH 215 150
true false NORTH EAST 215 150
true false EAST SOUTH 215 150
true false SOUTH NORTH 215 150
true false NORTH SOUTH 215 150
true false SOUTH SOUTH 215 150
true false SOUTH WEST 215 150
true false WEST SOUTH 215 150
true false SOUTH EAST 215 150
