isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST EAST 230 0
true false EAST NORTH 229 10
true false NORTH WEST 229 10
true false WEST SOUTH 229 10
true false SOUTH EAST 228 20
true false EAST NORTH 228 20
true false NORTH NORTH 228 20
true false NORTH SOUTH 228 20
true false SOUTH WEST 228 20
true false WEST NORTH 228 20
true false NORTH SOUTH 228 20
true false SOUTH WEST 228 20
true false WEST NORTH 228 20
true false NORTH SOUTH 228 20
true false SOUTH NORTH 228 20
true false NORTH NORTH 228 20
true false NORTH EAST 228 20
true false EAST EAST 228 20
true false EAST SOUTH 227 30
true false SOUTH EAST 227 30
true false EAST EAST 226 40
true false EAST WEST 225 50
true false WEST EAST 225 50
true false EAST NORTH 225 50
true false NORTH EAST 225 50
true false EAST NORTH 224 60
true false NORTH WEST 223 70
true false WEST NORTH 223 70
true false NORTH WEST 222 80
true false WEST EAST 221 90
true false EAST SOUTH 221 90
true false SOUTH NORTH 221 90
true false NORTH NORTH 221 90
true false NORTH EAST 220 100
true false EAST WEST 219 110
true false WEST SOUTH 219 110
true false SOUTH EAST 219 110
true false EAST EAST 218 120
true false EAST NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH EAST 218 120
true false EAST NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH EAST 217 130
true false EAST EAST 217 130
true false EAST WEST 217 130
true false WEST WEST 217 130
true false WEST WEST 217 130
true false WEST WEST 217 130
true false WEST EAST 217 130
true false EAST NORTH 217 130
true false NORTH NORTH 217 130
true false NORTH WEST 217 130
true false WEST SOUTH 217 130
true false SOUTH NORTH 217 130
true false NORTH EAST 217 130
true false EAST SOUTH 217 130
true false SOUTH WEST 217 130
true false WEST SOUTH 217 130
true false SOUTH EAST 217 130
true false EAST EAST 217 130
true false EAST NORTH 217 130
true false NORTH WEST 217 130
true false WEST EAST 217 130
true false EAST NORTH 217 130
true false NORTH NORTH 217 130
true false NORTH EAST 217 130
true false EAST WEST 217 130
true false WEST SOUTH 217 130
true false SOUTH EAST 217 130
true false EAST NORTH 217 130
true false NORTH SOUTH 217 130
true false SOUTH WEST 217 130
true false WEST WEST 217 130
true false WEST WEST 217 130
true false WEST WEST 216 140
true false WEST SOUTH 215 150
true false SOUTH NORTH 215 150
true false NORTH WEST 214 160
true false WEST SOUTH 213 170
true false SOUTH SOUTH 212 180
true false SOUTH NORTH 212 180
true false NORTH NORTH 212 180
true false NORTH EAST 212 180
true false EAST WEST 212 180
true false WEST NORTH 212 180
true false NORTH NORTH 212 180
true false NORTH SOUTH 212 180
true false SOUTH WEST 212 180
true false WEST NORTH 211 190
true false NORTH NORTH 210 200
true false NORTH SOUTH 209 210
true false SOUTH EAST 209 210
true false EAST NORTH 209 210
true false NORTH SOUTH 209 210
true false SOUTH EAST 209 210
true false EAST NORTH 209 210
true false NORTH NORTH 209 210
true false NORTH NORTH 209 210
true false NORTH SOUTH 209 210
true false SOUTH NORTH 209 210
true false NORTH SOUTH 209 210
true false SOUTH SOUTH 209 210
true false SOUTH WEST 209 210
true false WEST EAST 209 210
true false EAST EAST 209 210
true false EAST WEST 209 210
true false WEST SOUTH 209 210
true false SOUTH NORTH 209 210
true false NORTH SOUTH 209 210
true false SOUTH WEST 209 210
true false WEST EAST 209 210
true false EAST SOUTH 209 210
true false SOUTH WEST 209 210
true false WEST SOUTH 209 210
true false SOUTH SOUTH 209 210
true false SOUTH NORTH 209 210
true false NORTH EAST 209 210
true false EAST SOUTH 209 210
true false SOUTH SOUTH 209 210
true false SOUTH WEST 209 210
true false WEST EAST 209 210
true false EAST NORTH 209 210
