isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST WEST 230 0
true false WEST EAST 229 10
true false EAST NORTH 229 10
true false NORTH WEST 229 10
true false WEST WEST 229 10
true false WEST NORTH 228 20
true false NORTH NORTH 228 20
true false NORTH EAST 228 20
true false EAST NORTH 228 20
true false NORTH SOUTH 228 20
true false SOUTH SOUTH 228 20
true false SOUTH WEST 228 20
true false WEST EAST 228 20
true false EAST SOUTH 228 20
true false SOUTH SOUTH 228 20
true false SOUTH WEST 228 20
true false WEST EAST 228 20
true false EAST WEST 228 20
true false WEST SOUTH 228 20
true false SOUTH EAST 228 20
true false EAST NORTH 228 20
true false NORTH EAST 228 20
true false EAST WEST 228 20
true false WEST WEST 228 20
true false WEST WEST 228 20
true false WEST WEST 227 30
true false WEST SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH WEST 226 40
true false WEST WEST 225 50
true false WEST NORTH 224 60
true false NORTH WEST 223 70
true false WEST SOUTH 223 70
true false SOUTH SOUTH 223 70
true false SOUTH EAST 222 80
true false EAST NORTH 222 80
true false NORTH WEST 222 80
true false WEST NORTH 222 80
true false NORTH NORTH 222 80
true false NORTH SOUTH 221 90
true false SOUTH SOUTH 221 90
true false SOUTH EAST 221 90
true false EAST SOUTH 221 90
true false SOUTH EAST 221 90
true false EAST NORTH 221 90
true false NORTH WEST 221 90
true false WEST SOUTH 221 90
true false SOUTH NORTH 221 90
true false NORTH EAST 220 100
true false EAST NORTH 220 100
true false NORTH EAST 219 110
true false EAST WEST 218 120
true false WEST SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH WEST 218 120
true false WEST SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH EAST 218 120
true false EAST SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH WEST 218 120
true false WEST NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH NORTH 217 130
true false NORTH NORTH 217 130
true false NORTH SOUTH 217 130
true false SOUTH EAST 217 130
true false EAST NORTH 217 130
true false NORTH WEST 217 130
true false WEST NORTH 217 130
true false NORTH WEST 217 130
true false WEST NORTH 217 130
true false NORTH WEST 217 130
true false WEST WEST 217 130
