isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST WEST 230 0
true false WEST NORTH 229 10
true false NORTH WEST 229 10
true false WEST SOUTH 228 20
true false SOUTH WEST 228 20
true false WEST NORTH 227 30
true false NORTH WEST 227 30
true false WEST SOUTH 226 40
true false SOUTH WEST 226 40
true false WEST WEST 225 50
true false WEST SOUTH 224 60
true false SOUTH WEST 223 70
true false WEST WEST 223 70
true false WEST SOUTH 223 70
true false SOUTH SOUTH 222 80
true false SOUTH EAST 221 90
true false EAST EAST 220 100
true false EAST SOUTH 219 110
true false SOUTH SOUTH 219 110
true false SOUTH WEST 219 110
true false WEST WEST 219 110
true false WEST NORTH 219 110
true false NORTH WEST 219 110
true false WEST WEST 218 120
true false WEST NORTH 217 130
true false NORTH EAST 216 140
true false EAST EAST 216 140
true false EAST SOUTH 216 140
true false SOUTH WEST 216 140
true false WEST EAST 216 140
true false EAST NORTH 216 140
true false NORTH NORTH 216 140
true false NORTH NORTH 216 140
true false NORTH EAST 216 140
true false EAST WEST 216 140
true false WEST NORTH 216 140
true false NORTH SOUTH 216 140
true false SOUTH WEST 215 150
true false WEST NORTH 214 160
true false NORTH EAST 214 160
true false EAST SOUTH 214 160
true false SOUTH EAST 214 160
true false EAST EAST 214 160
true false EAST SOUTH 214 160
true false SOUTH EAST 214 160
true false EAST SOUTH 214 160
true false SOUTH WEST 214 160
true false WEST EAST 214 160
true false EAST SOUTH 214 160
true false SOUTH EAST 214 160
true false EAST WEST 213 170
true false WEST NORTH 213 170
true false NORTH WEST 213 170
true false WEST NORTH 213 170
true false NORTH SOUTH 213 170
true false SOUTH EAST 213 170
true false EAST WEST 213 170
true false WEST EAST 213 170
true false EAST EAST 213 170
true false EAST WEST 213 170
true false WEST NORTH 213 170
true false NORTH SOUTH 213 170
true false SOUTH EAST 213 170
true false EAST EAST 213 170
true false EAST SOUTH 212 180
true false SOUTH WEST 212 180
true false WEST SOUTH 212 180
