isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST EAST 230 0
true false EAST WEST 229 10
true false WEST NORTH 229 10
true false NORTH EAST 229 10
true false EAST WEST 229 10
true false WEST WEST 229 10
true false WEST WEST 228 20
true false WEST SOUTH 227 30
true false SOUTH WEST 227 30
true false WEST EAST 226 40
true false EAST SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH EAST 226 40
true false EAST SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH NORTH 226 40
true false NORTH WEST 226 40
true false WEST EAST 226 40
true false EAST SOUTH 226 40
true false SOUTH WEST 226 40
true false WEST SOUTH 226 40
true false SOUTH EAST 226 40
true false EAST NORTH 226 40
true false NORTH NORTH 226 40
true false NORTH EAST 226 40
true false EAST SOUTH 226 40
true false SOUTH WEST 225 50
true false WEST EAST 225 50
true false EAST WEST 225 50
true false WEST WEST 225 50
true false WEST SOUTH 225 50
true false SOUTH NORTH 224 60
true false NORTH NORTH 224 60
true false NORTH SOUTH 224 60
true false SOUTH SOUTH 224 60
true false SOUTH WEST 224 60
true false WEST WEST 223 70
true false WEST NORTH 223 70
true false NORTH NORTH 223 70
true false NORTH SOUTH 223 70
true false SOUTH SOUTH 222 80
true false SOUTH WEST 222 80
true false WEST NORTH 221 90
true false NORTH EAST 221 90
true false EAST NORTH 221 90
true false NORTH SOUTH 221 90
true false SOUTH WEST 221 90
true false WEST EAST 221 90
true false EAST EAST 221 90
true false EAST SOUTH 220 100
true false SOUTH WEST 220 100
true false WEST EAST 220 100
true false EAST NORTH 220 100
true false NORTH EAST 220 100
true false EAST EAST 219 110
true false EAST EAST 219 110
true false EAST SOUTH 219 110
true false SOUTH NORTH 218 120
true false NORTH WEST 218 120
true false WEST SOUTH 218 120
true false SOUTH EAST 218 120
true false EAST SOUTH 218 120
true false SOUTH WEST 218 120
true false WEST EAST 218 120
true false EAST WEST 218 120
true false WEST WEST 218 120
true false WEST NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH SOUTH 218 120
true false SOUTH NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH NORTH 218 120
true false NORTH SOUTH 218 120
true false SOUTH NORTH 218 120
true false NORTH EAST 218 120
true false EAST SOUTH 218 120
true false SOUTH WEST 218 120
true false WEST NORTH 218 120
true false NORTH EAST 218 120
true false EAST SOUTH 218 120
true false SOUTH NORTH 218 120
true false NORTH EAST 218 120
true false EAST SOUTH 218 120
true false SOUTH EAST 218 120
true false EAST WEST 217 130
true false WEST NORTH 217 130
true false NORTH SOUTH 217 130
true false SOUTH EAST 217 130
true false EAST EAST 217 130
true false EAST WEST 216 140
true false WEST WEST 216 140
true false WEST WEST 216 140
true false WEST NORTH 216 140
true false NORTH NORTH 216 140
true false NORTH NORTH 216 140
true false NORTH WEST 216 140
true false WEST WEST 216 140
true false WEST EAST 216 140
true false EAST SOUTH 216 140
true false SOUTH NORTH 216 140
true false NORTH EAST 216 140
true false EAST NORTH 216 140
true false NORTH EAST 216 140
true false EAST WEST 216 140
true false WEST EAST 216 140
true false EAST NORTH 216 140
true false NORTH NORTH 216 140
true false NORTH EAST 216 140
true false EAST NORTH 215 150
true false NORTH WEST 215 150
true false WEST NORTH 215 150
true false NORTH WEST 215 150
true false WEST WEST 215 150
true false WEST EAST 215 150
true false EAST WEST 215 150
true false WEST NORTH 215 150
true false NORTH NORTH 215 150
true false NORTH SOUTH 215 150
true false SOUTH NORTH 215 150
true false NORTH EAST 215 150
true false EAST EAST 215 150
true false EAST NORTH 215 150
true false NORTH SOUTH 215 150
true false SOUTH NORTH 215 150
true false NORTH EAST 215 150
true false EAST SOUTH 215 150
true false SOUTH NORTH 215 150
true false NORTH WEST 215 150
true false WEST SOUTH 215 150
true false SOUTH WEST 215 150
true false WEST NORTH 215 150
true false NORTH EAST 215 150
true false EAST SOUTH 215 150
true false SOUTH EAST 215 150
true false EAST NORTH 215 150
true false NORTH WEST 215 150
true false WEST EAST 215 150
true false EAST EAST 215 150
true false EAST SOUTH 214 160
true false SOUTH NORTH 214 160
true false NORTH NORTH 214 160
true false NORTH WEST 214 160
true false WEST EAST 214 160
true false EAST WEST 214 160
true false WEST EAST 214 160
true false EAST NORTH 214 160
true false NORTH NORTH 214 160
true false NORTH SOUTH 214 160
true false SOUTH EAST 214 160
true false EAST SOUTH 213 170
true false SOUTH SOUTH 213 170
true false SOUTH EAST 213 170
true false EAST SOUTH 212 180
true false SOUTH EAST 212 180
true false EAST WEST 211 190
true false WEST WEST 211 190
true false WEST EAST 211 190
true false EAST EAST 211 190
true false EAST NORTH 211 190
true false NORTH EAST 210 200
true false EAST NORTH 210 200
true false NORTH WEST 209 210
true false WEST WEST 208 220
true false WEST SOUTH 207 230
true false SOUTH NORTH 207 230
true false NORTH SOUTH 206 240
true false SOUTH NORTH 206 240
true false NORTH SOUTH 206 240
true false SOUTH EAST 206 240
true false EAST WEST 206 240
true false WEST NORTH 206 240
true false NORTH EAST 206 240
true false EAST SOUTH 205 250
true false SOUTH EAST 205 250
true false EAST NORTH 205 250
true false NORTH WEST 204 260
true false WEST NORTH 204 260
true false NORTH NORTH 203 270
true false NORTH WEST 202 280
true false WEST NORTH 202 280
true false NORTH NORTH 202 280
true false NORTH NORTH 202 280
true false NORTH EAST 201 290
true false EAST SOUTH 200 300
true false SOUTH WEST 200 300
true false WEST EAST 200 300
true false EAST WEST 200 300
true false WEST WEST 200 300
true false WEST EAST 200 300
true false EAST EAST 200 300
true false EAST SOUTH 199 310
true false SOUTH EAST 199 310
true false EAST EAST 198 320
true false EAST WEST 198 320
true false WEST NORTH 198 320
true false NORTH EAST 198 320
true false EAST NORTH 198 320
true false NORTH WEST 197 330
true false WEST EAST 197 330
true false EAST EAST 196 340
true false EAST NORTH 195 350
true false NORTH NORTH 194 360
true false NORTH WEST 193 370
true false WEST SOUTH 193 370
true false SOUTH NORTH 193 370
true false NORTH WEST 193 370
true false WEST WEST 193 370
true false WEST SOUTH 193 370
true false SOUTH NORTH 193 370
true false NORTH WEST 193 370
true false WEST SOUTH 193 370
true false SOUTH SOUTH 193 370
true false SOUTH SOUTH 193 370
true false SOUTH SOUTH 192 380
true false SOUTH EAST 191 390
true false EAST NORTH 191 390
true false NORTH NORTH 191 390
true false NORTH SOUTH 191 390
true false SOUTH EAST 191 390
true false EAST SOUTH 191 390
true false SOUTH NORTH 191 390
true false NORTH NORTH 191 390
true false NORTH WEST 191 390
true false WEST SOUTH 191 390
true false SOUTH SOUTH 191 390
true false SOUTH SOUTH 191 390
true false SOUTH WEST 191 390
true false WEST NORTH 191 390
true false NORTH SOUTH 190 400
true false SOUTH NORTH 190 400
true false NORTH EAST 190 400
true false EAST EAST 189 410
true false EAST NORTH 189 410
true false NORTH EAST 189 410
true false EAST NORTH 189 410
true false NORTH EAST 188 420
true false EAST WEST 188 420
true false WEST NORTH 188 420
true false NORTH SOUTH 187 430
true false SOUTH NORTH 187 430
true false NORTH NORTH 187 430
true false NORTH WEST 186 440
true false WEST WEST 186 440
true false WEST EAST 186 440
true false EAST EAST 186 440
true false EAST WEST 186 440
true false WEST NORTH 186 440
true false NORTH NORTH 185 450
true false NORTH NORTH 185 450
true false NORTH SOUTH 185 450
true false SOUTH SOUTH 185 450
true false SOUTH NORTH 185 450
true false NORTH EAST 185 450
true false EAST EAST 185 450
true false EAST NORTH 185 450
true false NORTH SOUTH 185 450
true false SOUTH EAST 185 450
true false EAST SOUTH 185 450
true false SOUTH EAST 185 450
true false EAST WEST 185 450
true false WEST EAST 185 450
true false EAST SOUTH 185 450
true false SOUTH NORTH 185 450
true false NORTH EAST 185 450
true false EAST SOUTH 185 450
true false SOUTH SOUTH 185 450
true false SOUTH EAST 185 450
true false EAST NORTH 185 450
true false NORTH SOUTH 185 450
true false SOUTH SOUTH 185 450
true false SOUTH NORTH 185 450
true false NORTH SOUTH 185 450
true false SOUTH NORTH 185 450
true false NORTH WEST 185 450
true false WEST SOUTH 185 450
true false SOUTH EAST 185 450
true false EAST NORTH 185 450
true false NORTH WEST 185 450
true false WEST EAST 185 450
true false EAST EAST 185 450
true false EAST NORTH 185 450
true false NORTH NORTH 185 450
true false NORTH WEST 185 450
true false WEST SOUTH 185 450
true false SOUTH SOUTH 185 450
true false SOUTH SOUTH 185 450
true false SOUTH SOUTH 185 450
true false SOUTH EAST 185 450
true false EAST NORTH 185 450
true false NORTH SOUTH 185 450
true false SOUTH SOUTH 185 450
true false SOUTH WEST 185 450
true false WEST WEST 185 450
true false WEST EAST 185 450
true false EAST SOUTH 185 450
true false SOUTH WEST 185 450
true false WEST WEST 184 460
true false WEST SOUTH 183 470
true false SOUTH WEST 182 480
true false WEST WEST 182 480
true false WEST WEST 182 480
true false WEST EAST 182 480
true false EAST WEST 182 480
true false WEST SOUTH 182 480
true false SOUTH EAST 181 490
true false EAST EAST 180 500
true false EAST WEST 179 510
true false WEST NORTH 179 510
true false NORTH NORTH 179 510
true false NORTH NORTH 179 510
true false NORTH NORTH 179 510
true false NORTH EAST 179 510
true false EAST NORTH 179 510
true false NORTH NORTH 178 520
true false NORTH WEST 178 520
true false WEST WEST 178 520
true false WEST WEST 178 520
true false WEST WEST 178 520
true false WEST NORTH 178 520
true false NORTH EAST 178 520
true false EAST WEST 178 520
true false WEST NORTH 178 520
true false NORTH WEST 178 520
true false WEST WEST 178 520
true false WEST WEST 178 520
true false WEST SOUTH 178 520
true false SOUTH NORTH 178 520
true false NORTH EAST 178 520
true false EAST EAST 178 520
true false EAST EAST 178 520
true false EAST SOUTH 178 520
true false SOUTH NORTH 178 520
true false NORTH SOUTH 178 520
true false SOUTH SOUTH 178 520
true false SOUTH SOUTH 178 520
true false SOUTH WEST 178 520
true false WEST WEST 177 530
true false WEST NORTH 176 540
true false NORTH SOUTH 176 540
true false SOUTH WEST 176 540
true false WEST EAST 176 540
true false EAST EAST 176 540
true false EAST SOUTH 176 540
true false SOUTH EAST 176 540
true false EAST WEST 176 540
true false WEST EAST 176 540
true false EAST EAST 176 540
true false EAST SOUTH 176 540
true false SOUTH EAST 175 550
true false EAST WEST 174 560
true false WEST SOUTH 174 560
true false SOUTH WEST 173 570
true false WEST WEST 172 580
true false WEST SOUTH 172 580
true false SOUTH SOUTH 171 590
true false SOUTH EAST 170 600
true false EAST EAST 169 610
true false EAST SOUTH 168 620
true false SOUTH EAST 168 620
true false EAST SOUTH 168 620
true false SOUTH WEST 168 620
true false WEST SOUTH 168 620
true false SOUTH SOUTH 167 630
true false SOUTH WEST 166 640
true false WEST WEST 165 650
true false WEST EAST 165 650
true false EAST NORTH 165 650
true false NORTH WEST 165 650
true false WEST EAST 164 660
true false EAST NORTH 164 660
true false NORTH EAST 164 660
true false EAST SOUTH 164 660
true false SOUTH WEST 164 660
true false WEST NORTH 164 660
true false NORTH EAST 164 660
true false EAST EAST 164 660
true false EAST NORTH 164 660
true false NORTH WEST 163 670
true false WEST NORTH 163 670
true false NORTH WEST 162 680
true false WEST WEST 162 680
true false WEST EAST 162 680
true false EAST WEST 162 680
true false WEST WEST 162 680
true false WEST SOUTH 162 680
true false SOUTH WEST 162 680
true false WEST NORTH 162 680
true false NORTH SOUTH 162 680
true false SOUTH SOUTH 162 680
true false SOUTH WEST 162 680
true false WEST SOUTH 162 680
true false SOUTH SOUTH 162 680
true false SOUTH WEST 162 680
true false WEST SOUTH 162 680
true false SOUTH WEST 161 690
true false WEST SOUTH 160 700
true false SOUTH WEST 159 710
true false WEST NORTH 158 720
true false NORTH NORTH 157 730
true false NORTH NORTH 156 740
true false NORTH EAST 156 740
true false EAST EAST 156 740
true false EAST WEST 156 740
true false WEST EAST 156 740
true false EAST NORTH 156 740
true false NORTH SOUTH 156 740
true false SOUTH NORTH 156 740
true false NORTH NORTH 156 740
true false NORTH SOUTH 156 740
true false SOUTH NORTH 156 740
true false NORTH SOUTH 156 740
true false SOUTH NORTH 156 740
true false NORTH EAST 156 740
true false EAST WEST 156 740
true false WEST EAST 156 740
true false EAST EAST 156 740
true false EAST EAST 156 740
true false EAST SOUTH 156 740
true false SOUTH WEST 156 740
true false WEST WEST 155 750
true false WEST NORTH 155 750
true false NORTH NORTH 155 750
true false NORTH NORTH 155 750
true false NORTH SOUTH 155 750
true false SOUTH EAST 155 750
true false EAST EAST 155 750
true false EAST SOUTH 155 750
true false SOUTH NORTH 155 750
true false NORTH WEST 155 750
true false WEST EAST 155 750
true false EAST NORTH 155 750
true false NORTH SOUTH 155 750
true false SOUTH WEST 155 750
true false WEST SOUTH 155 750
true false SOUTH EAST 155 750
true false EAST NORTH 155 750
true false NORTH SOUTH 155 750
true false SOUTH NORTH 155 750
true false NORTH WEST 155 750
true false WEST WEST 155 750
true false WEST WEST 155 750
true false WEST NORTH 154 760
true false NORTH NORTH 153 770
true false NORTH WEST 153 770
true false WEST NORTH 152 780
true false NORTH SOUTH 152 780
true false SOUTH EAST 151 790
true false EAST SOUTH 151 790
true false SOUTH WEST 151 790
true false WEST NORTH 151 790
true false NORTH SOUTH 151 790
true false SOUTH WEST 151 790
true false WEST EAST 150 800
true false EAST EAST 150 800
true false EAST WEST 150 800
true false WEST WEST 150 800
true false WEST SOUTH 150 800
true false SOUTH NORTH 150 800
true false NORTH WEST 149 810
true false WEST WEST 148 820
true false WEST WEST 147 830
true false WEST SOUTH 146 840
true false SOUTH EAST 145 850
true false EAST EAST 144 860
true false EAST WEST 143 870
true false WEST WEST 143 870
true false WEST EAST 143 870
true false EAST WEST 143 870
true false WEST WEST 143 870
true false WEST NORTH 142 880
true false NORTH WEST 141 890
true false WEST EAST 140 900
true false EAST NORTH 140 900
true false NORTH WEST 140 900
true false WEST EAST 140 900
true false EAST NORTH 140 900
true false NORTH NORTH 140 900
true false NORTH SOUTH 140 900
true false SOUTH SOUTH 140 900
true false SOUTH WEST 140 900
true false WEST WEST 139 910
true false WEST SOUTH 138 920
true false SOUTH EAST 137 930
true false EAST WEST 137 930
true false WEST NORTH 136 940
true false NORTH EAST 135 950
true false EAST NORTH 135 950
true false NORTH NORTH 134 960
true false NORTH EAST 133 970
true false EAST NORTH 133 970
true false NORTH WEST 132 980
true false WEST EAST 131 990
true false EAST SOUTH 131 990
true false SOUTH EAST 131 990
true false EAST WEST 131 990
true false WEST EAST 131 990
true false EAST SOUTH 131 990
true false SOUTH WEST 131 990
true false WEST NORTH 130 1000
true false NORTH SOUTH 130 1000
true false SOUTH EAST 130 1000
true false EAST SOUTH 130 1000
true false SOUTH SOUTH 130 1000
true false SOUTH NORTH 129 1010
true false NORTH WEST 129 1010
true false WEST WEST 129 1010
true false WEST EAST 129 1010
true false EAST NORTH 129 1010
true false NORTH EAST 129 1010
true false EAST EAST 129 1010
true false EAST EAST 129 1010
true false EAST EAST 129 1010
true false EAST SOUTH 129 1010
true false SOUTH NORTH 129 1010
true false NORTH WEST 129 1010
true false WEST SOUTH 129 1010
true false SOUTH WEST 129 1010
true false WEST SOUTH 129 1010
true false SOUTH WEST 129 1010
true false WEST SOUTH 129 1010
true false SOUTH SOUTH 129 1010
true false SOUTH SOUTH 129 1010
true false SOUTH WEST 129 1010
true false WEST NORTH 129 1010
true false NORTH EAST 129 1010
true false EAST WEST 129 1010
true false WEST SOUTH 129 1010
true false SOUTH WEST 129 1010
true false WEST SOUTH 129 1010
true false SOUTH SOUTH 129 1010
true false SOUTH WEST 128 1020
true false WEST WEST 128 1020
true false WEST WEST 128 1020
true false WEST NORTH 128 1020
true false NORTH WEST 128 1020
true false WEST SOUTH 128 1020
true false SOUTH EAST 128 1020
true false EAST WEST 128 1020
true false WEST SOUTH 128 1020
true false SOUTH EAST 127 1030
true false EAST NORTH 127 1030
true false NORTH NORTH 127 1030
true false NORTH EAST 127 1030
true false EAST NORTH 127 1030
true false NORTH WEST 127 1030
true false WEST EAST 127 1030
true false EAST NORTH 127 1030
true false NORTH EAST 127 1030
true false EAST NORTH 127 1030
true false NORTH SOUTH 127 1030
true false SOUTH WEST 127 1030
true false WEST SOUTH 127 1030
true false SOUTH NORTH 127 1030
true false NORTH WEST 127 1030
true false WEST SOUTH 127 1030
true false SOUTH WEST 127 1030
true false WEST EAST 127 1030
true false EAST SOUTH 127 1030
true false SOUTH WEST 127 1030
true false WEST NORTH 127 1030
true false NORTH WEST 127 1030
true false WEST SOUTH 127 1030
true false SOUTH SOUTH 127 1030
true false SOUTH EAST 127 1030
true false EAST NORTH 127 1030
true false NORTH WEST 127 1030
true false WEST EAST 127 1030
true false EAST SOUTH 127 1030
true false SOUTH SOUTH 127 1030
true false SOUTH SOUTH 127 1030
true false SOUTH EAST 127 1030
true false EAST NORTH 126 1040
true false NORTH EAST 126 1040
true false EAST SOUTH 126 1040
true false SOUTH EAST 126 1040
true false EAST SOUTH 126 1040
true false SOUTH WEST 126 1040
true false WEST SOUTH 126 1040
true false SOUTH SOUTH 126 1040
true false SOUTH WEST 126 1040
true false WEST WEST 126 1040
true false WEST NORTH 126 1040
true false NORTH WEST 126 1040
true false WEST SOUTH 126 1040
true false SOUTH NORTH 126 1040
true false NORTH WEST 126 1040
true false WEST EAST 126 1040
true false EAST EAST 126 1040
true false EAST SOUTH 126 1040
true false SOUTH WEST 126 1040
true false WEST NORTH 126 1040
true false NORTH SOUTH 126 1040
true false SOUTH EAST 126 1040
true false EAST SOUTH 126 1040
true false SOUTH NORTH 126 1040
true false NORTH EAST 126 1040
true false EAST EAST 126 1040
true false EAST EAST 126 1040
true false EAST WEST 126 1040
true false WEST WEST 126 1040
true false WEST NORTH 126 1040
true false NORTH WEST 126 1040
true false WEST SOUTH 126 1040
true false SOUTH EAST 126 1040
true false EAST WEST 126 1040
true false WEST WEST 126 1040
true false WEST NORTH 126 1040
true false NORTH WEST 126 1040
true false WEST SOUTH 126 1040
true false SOUTH EAST 126 1040
true false EAST WEST 126 1040
true false WEST EAST 126 1040
true false EAST WEST 126 1040
true false WEST SOUTH 126 1040
true false SOUTH NORTH 126 1040
true false NORTH WEST 126 1040
true false WEST WEST 126 1040
true false WEST WEST 126 1040
true false WEST EAST 126 1040
true false EAST WEST 126 1040
true false WEST EAST 126 1040
true false EAST EAST 126 1040
true false EAST EAST 126 1040
true false EAST WEST 126 1040
true false WEST EAST 126 1040
true false EAST SOUTH 126 1040
true false SOUTH NORTH 126 1040
true false NORTH WEST 126 1040
true false WEST NORTH 126 1040
true false NORTH EAST 126 1040
true false EAST NORTH 126 1040
true false NORTH SOUTH 126 1040
true false SOUTH SOUTH 126 1040
true false SOUTH EAST 126 1040
true false EAST EAST 126 1040
true false EAST WEST 126 1040
true false WEST EAST 126 1040
true false EAST EAST 126 1040
true false EAST EAST 126 1040
true false EAST EAST 126 1040
true false EAST NORTH 126 1040
true false NORTH WEST 126 1040
true false WEST SOUTH 126 1040
true false SOUTH NORTH 126 1040
true false NORTH WEST 126 1040
true false WEST NORTH 126 1040
true false NORTH EAST 126 1040
true false EAST SOUTH 126 1040
true false SOUTH NORTH 126 1040
true false NORTH SOUTH 126 1040
true false SOUTH WEST 126 1040
true false WEST SOUTH 126 1040
true false SOUTH SOUTH 126 1040
true false SOUTH NORTH 126 1040
true false NORTH SOUTH 126 1040
true false SOUTH SOUTH 126 1040
true false SOUTH EAST 126 1040
true false EAST SOUTH 126 1040
true false SOUTH EAST 125 1050
true false EAST EAST 125 1050
true false EAST NORTH 125 1050
true false NORTH NORTH 125 1050
true false NORTH SOUTH 125 1050
true false SOUTH SOUTH 125 1050
true false SOUTH EAST 125 1050
true false EAST WEST 125 1050
true false WEST WEST 124 1060
true false WEST WEST 123 1070
true false WEST EAST 123 1070
true false EAST SOUTH 123 1070
true false SOUTH SOUTH 122 1080
true false SOUTH SOUTH 122 1080
true false SOUTH SOUTH 122 1080
true false SOUTH SOUTH 122 1080
true false SOUTH EAST 122 1080
true false EAST EAST 121 1090
true false EAST SOUTH 120 1100
true false SOUTH EAST 120 1100
true false EAST EAST 119 1110
true false EAST EAST 118 1120
true false EAST WEST 118 1120
true false WEST SOUTH 118 1120
true false SOUTH SOUTH 118 1120
true false SOUTH WEST 118 1120
true false WEST WEST 118 1120
true false WEST WEST 118 1120
true false WEST NORTH 118 1120
true false NORTH EAST 118 1120
true false EAST WEST 118 1120
true false WEST NORTH 118 1120
true false NORTH SOUTH 118 1120
true false SOUTH SOUTH 118 1120
true false SOUTH EAST 118 1120
true false EAST NORTH 118 1120
true false NORTH WEST 118 1120
true false WEST NORTH 118 1120
true false NORTH SOUTH 118 1120
true false SOUTH SOUTH 118 1120
true false SOUTH WEST 118 1120
true false WEST NORTH 117 1130
true false NORTH SOUTH 117 1130
true false SOUTH WEST 117 1130
true false WEST WEST 116 1140
true false WEST EAST 116 1140
true false EAST SOUTH 116 1140
true false SOUTH SOUTH 116 1140
true false SOUTH EAST 116 1140
true false EAST NORTH 116 1140
true false NORTH EAST 116 1140
true false EAST EAST 116 1140
true false EAST SOUTH 116 1140
true false SOUTH NORTH 116 1140
true false NORTH WEST 116 1140
true false WEST WEST 116 1140
true false WEST EAST 116 1140
true false EAST SOUTH 116 1140
true false SOUTH EAST 116 1140
true false EAST NORTH 116 1140
true false NORTH SOUTH 116 1140
true false SOUTH WEST 116 1140
true false WEST EAST 116 1140
true false EAST WEST 116 1140
true false WEST WEST 116 1140
true false WEST WEST 116 1140
true false WEST WEST 116 1140
true false WEST SOUTH 116 1140
true false SOUTH NORTH 116 1140
true false NORTH WEST 115 1150
true false WEST SOUTH 115 1150
true false SOUTH WEST 115 1150
true false WEST WEST 115 1150
true false WEST WEST 115 1150
true false WEST NORTH 115 1150
true false NORTH EAST 115 1150
true false EAST NORTH 115 1150
true false NORTH NORTH 114 1160
true false NORTH SOUTH 114 1160
true false SOUTH NORTH 114 1160
true false NORTH SOUTH 114 1160
true false SOUTH EAST 114 1160
true false EAST SOUTH 114 1160
true false SOUTH NORTH 114 1160
true false NORTH SOUTH 114 1160
true false SOUTH EAST 114 1160
true false EAST SOUTH 114 1160
true false SOUTH SOUTH 114 1160
true false SOUTH NORTH 114 1160
true false NORTH SOUTH 114 1160
true false SOUTH NORTH 114 1160
true false NORTH NORTH 114 1160
true false NORTH SOUTH 114 1160
true false SOUTH NORTH 114 1160
true false NORTH NORTH 114 1160
true false NORTH EAST 114 1160
true false EAST SOUTH 114 1160
true false SOUTH NORTH 114 1160
true false NORTH EAST 114 1160
true false EAST WEST 114 1160
true false WEST WEST 114 1160
true false WEST EAST 114 1160
true false EAST WEST 114 1160
true false WEST SOUTH 114 1160
true false SOUTH SOUTH 114 1160
true false SOUTH EAST 114 1160
true false EAST SOUTH 114 1160
true false SOUTH EAST 114 1160
true false EAST WEST 114 1160
true false WEST NORTH 114 1160
true false NORTH NORTH 114 1160
true false NORTH NORTH 114 1160
true false NORTH SOUTH 114 1160
true false SOUTH EAST 114 1160
true false EAST WEST 114 1160
true false WEST WEST 114 1160
true false WEST EAST 114 1160
true false EAST NORTH 114 1160
true false NORTH WEST 114 1160
true false WEST SOUTH 114 1160
true false SOUTH WEST 114 1160
true false WEST NORTH 114 1160
