isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST NORTH 230 0
true false NORTH SOUTH 230 0
true false SOUTH SOUTH 229 10
true false SOUTH NORTH 228 20
true false NORTH SOUTH 228 20
true false SOUTH SOUTH 228 20
true false SOUTH WEST 227 30
true false WEST WEST 226 40
true false WEST EAST 225 50
true false EAST WEST 225 50
true false WEST SOUTH 225 50
true false SOUTH EAST 225 50
true false EAST WEST 225 50
true false WEST EAST 225 50
true false EAST NORTH 225 50
true false NORTH NORTH 224 60
true false NORTH SOUTH 224 60
true false SOUTH EAST 224 60
true false EAST SOUTH 224 60
true false SOUTH SOUTH 224 60
true false SOUTH EAST 224 60
true false EAST WEST 223 70
true false WEST NORTH 223 70
true false NORTH EAST 223 70
true false EAST SOUTH 222 80
true false SOUTH WEST 222 80
true false WEST EAST 222 80
true false EAST NORTH 222 80
true false NORTH EAST 222 80
true false EAST SOUTH 222 80
true false SOUTH SOUTH 222 80
true false SOUTH EAST 222 80
true false EAST SOUTH 221 90
true false SOUTH NORTH 221 90
true false NORTH WEST 221 90
true false WEST WEST 221 90
true false WEST EAST 221 90
true false EAST WEST 221 90
true false WEST WEST 221 90
true false WEST WEST 221 90
true false WEST NORTH 221 90
true false NORTH NORTH 221 90
true false NORTH WEST 221 90
true false WEST SOUTH 220 100
true false SOUTH SOUTH 220 100
true false SOUTH WEST 220 100
true false WEST SOUTH 219 110
true false SOUTH SOUTH 219 110
true false SOUTH NORTH 219 110
true false NORTH SOUTH 219 110
true false SOUTH EAST 219 110
true false EAST WEST 219 110
true false WEST WEST 219 110
true false WEST SOUTH 218 120
true false SOUTH NORTH 218 120
true false NORTH EAST 218 120
true false EAST SOUTH 218 120
true false SOUTH WEST 218 120
true false WEST SOUTH 218 120
true false SOUTH WEST 218 120
true false WEST EAST 217 130
true false EAST EAST 217 130
true false EAST WEST 217 130
true false WEST NORTH 217 130
true false NORTH EAST 217 130
true false EAST SOUTH 217 130
true false SOUTH SOUTH 217 130
true false SOUTH NORTH 217 130
true false NORTH SOUTH 217 130
true false SOUTH NORTH 217 130
true false NORTH NORTH 217 130
true false NORTH NORTH 217 130
true false NORTH WEST 217 130
true false WEST SOUTH 217 130
true false SOUTH NORTH 217 130
true false NORTH WEST 217 130
true false WEST NORTH 217 130
true false NORTH EAST 216 140
true false EAST SOUTH 216 140
true false SOUTH NORTH 216 140
true false NORTH EAST 216 140
true false EAST NORTH 216 140
true false NORTH WEST 215 150
true false WEST NORTH 215 150
true false NORTH EAST 214 160
true false EAST WEST 213 170
true false WEST EAST 213 170
true false EAST SOUTH 213 170
true false SOUTH WEST 213 170
true false WEST NORTH 213 170
true false NORTH NORTH 212 180
true false NORTH NORTH 211 190
true false NORTH EAST 210 200
true false EAST NORTH 209 210
true false NORTH SOUTH 208 220
true false SOUTH NORTH 208 220
true false NORTH SOUTH 208 220
