isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST NORTH 230 0
true false NORTH SOUTH 230 0
true false SOUTH NORTH 229 10
true false NORTH EAST 229 10
true false EAST SOUTH 228 20
true false SOUTH SOUTH 228 20
true false SOUTH WEST 228 20
true false WEST NORTH 228 20
true false NORTH WEST 228 20
true false WEST WEST 227 30
true false WEST WEST 226 40
true false WEST NORTH 225 50
true false NORTH EAST 225 50
true false EAST EAST 225 50
true false EAST WEST 225 50
true false WEST SOUTH 225 50
true false SOUTH WEST 225 50
true false WEST SOUTH 225 50
true false SOUTH NORTH 225 50
true false NORTH WEST 225 50
true false WEST SOUTH 224 60
true false SOUTH NORTH 224 60
true false NORTH WEST 224 60
true false WEST NORTH 223 70
true false NORTH SOUTH 222 80
true false SOUTH NORTH 222 80
true false NORTH EAST 222 80
true false EAST SOUTH 222 80
true false SOUTH WEST 222 80
true false WEST EAST 221 90
true false EAST WEST 221 90
true false WEST WEST 221 90
true false WEST NORTH 221 90
true false NORTH SOUTH 220 100
true false SOUTH EAST 220 100
true false EAST NORTH 220 100
true false NORTH WEST 220 100
true false WEST SOUTH 220 100
true false SOUTH SOUTH 220 100
true false SOUTH WEST 219 110
true false WEST NORTH 219 110
true false NORTH SOUTH 219 110
true false SOUTH WEST 219 110
true false WEST WEST 219 110
true false WEST NORTH 219 110
true false NORTH SOUTH 219 110
true false SOUTH WEST 219 110
true false WEST EAST 219 110
true false EAST SOUTH 219 110
true false SOUTH WEST 218 120
true false WEST SOUTH 217 130
true false SOUTH WEST 216 140
true false WEST NORTH 215 150
true false NORTH SOUTH 214 160
true false SOUTH SOUTH 214 160
true false SOUTH WEST 214 160
true false WEST NORTH 213 170
true false NORTH EAST 213 170
true false EAST NORTH 213 170
true false NORTH NORTH 213 170
true false NORTH NORTH 212 180
true false NORTH WEST 211 190
true false WEST SOUTH 210 200
true false SOUTH WEST 209 210
true false WEST WEST 208 220
true false WEST NORTH 208 220
true false NORTH NORTH 208 220
true false NORTH NORTH 208 220
true false NORTH SOUTH 208 220
true false SOUTH EAST 207 230
true false EAST EAST 207 230
true false EAST WEST 207 230
true false WEST NORTH 207 230
true false NORTH EAST 207 230
true false EAST SOUTH 207 230
true false SOUTH NORTH 207 230
true false NORTH NORTH 207 230
true false NORTH EAST 206 240
true false EAST NORTH 205 250
true false NORTH NORTH 204 260
true false NORTH WEST 203 270
true false WEST WEST 202 280
true false WEST WEST 201 290
true false WEST NORTH 201 290
true false NORTH SOUTH 201 290
true false SOUTH WEST 200 300
true false WEST SOUTH 200 300
true false SOUTH SOUTH 199 310
true false SOUTH WEST 199 310
true false WEST SOUTH 199 310
true false SOUTH WEST 199 310
true false WEST WEST 199 310
true false WEST NORTH 199 310
true false NORTH NORTH 199 310
true false NORTH WEST 199 310
true false WEST SOUTH 199 310
true false SOUTH EAST 199 310
