isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST SOUTH 230 0
true false SOUTH WEST 229 10
true false WEST EAST 229 10
true false EAST SOUTH 229 10
true false SOUTH EAST 228 20
true false EAST NORTH 227 30
true false NORTH NORTH 227 30
true false NORTH NORTH 227 30
true false NORTH SOUTH 227 30
true false SOUTH SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH EAST 226 40
true false EAST SOUTH 226 40
true false SOUTH WEST 226 40
true false WEST SOUTH 225 50
true false SOUTH WEST 225 50
true false WEST SOUTH 224 60
true false SOUTH NORTH 224 60
true false NORTH SOUTH 223 70
true false SOUTH NORTH 223 70
true false NORTH SOUTH 223 70
true false SOUTH NORTH 223 70
true false NORTH SOUTH 223 70
true false SOUTH NORTH 223 70
true false NORTH WEST 223 70
true false WEST EAST 223 70
true false EAST WEST 223 70
true false WEST EAST 223 70
true false EAST NORTH 223 70
true false NORTH SOUTH 223 70
true false SOUTH NORTH 223 70
true false NORTH WEST 223 70
true false WEST EAST 223 70
true false EAST NORTH 223 70
true false NORTH WEST 223 70
true false WEST SOUTH 222 80
true false SOUTH EAST 222 80
true false EAST WEST 222 80
true false WEST SOUTH 222 80
true false SOUTH NORTH 222 80
true false NORTH NORTH 222 80
true false NORTH NORTH 222 80
true false NORTH EAST 222 80
true false EAST WEST 222 80
true false WEST WEST 222 80
true false WEST WEST 221 90
true false WEST SOUTH 220 100
true false SOUTH WEST 220 100
true false WEST SOUTH 219 110
true false SOUTH WEST 219 110
true false WEST WEST 218 120
true false WEST EAST 217 130
true false EAST NORTH 217 130
true false NORTH SOUTH 216 140
true false SOUTH NORTH 216 140
true false NORTH EAST 216 140
true false EAST WEST 216 140
true false WEST NORTH 215 150
true false NORTH SOUTH 214 160
true false SOUTH SOUTH 214 160
true false SOUTH NORTH 214 160
true false NORTH WEST 214 160
true false WEST WEST 214 160
true false WEST NORTH 214 160
true false NORTH NORTH 214 160
true false NORTH SOUTH 213 170
true false SOUTH WEST 213 170
true false WEST WEST 213 170
true false WEST NORTH 213 170
true false NORTH EAST 213 170
true false EAST WEST 212 180
true false WEST SOUTH 212 180
true false SOUTH SOUTH 212 180
true false SOUTH EAST 212 180
true false EAST SOUTH 212 180
