isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST NORTH 230 0
true false NORTH WEST 230 0
true false WEST EAST 229 10
true false EAST NORTH 229 10
true false NORTH NORTH 229 10
true false NORTH WEST 229 10
true false WEST WEST 229 10
true false WEST SOUTH 228 20
true false SOUTH WEST 228 20
true false WEST WEST 227 30
true false WEST SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH SOUTH 226 40
true false SOUTH NORTH 226 40
true false NORTH NORTH 226 40
true false NORTH NORTH 226 40
true false NORTH WEST 226 40
true false WEST EAST 225 50
true false EAST SOUTH 225 50
true false SOUTH SOUTH 225 50
true false SOUTH EAST 225 50
true false EAST EAST 225 50
true false EAST NORTH 225 50
true false NORTH SOUTH 225 50
true false SOUTH WEST 225 50
true false WEST SOUTH 225 50
true false SOUTH WEST 225 50
true false WEST SOUTH 225 50
true false SOUTH NORTH 225 50
true false NORTH EAST 225 50
true false EAST EAST 225 50
true false EAST WEST 225 50
true false WEST EAST 225 50
true false EAST WEST 225 50
true false WEST EAST 225 50
true false EAST EAST 225 50
true false EAST NORTH 225 50
true false NORTH EAST 225 50
true false EAST NORTH 225 50
true false NORTH EAST 225 50
true false EAST WEST 224 60
true false WEST NORTH 224 60
true false NORTH WEST 224 60
true false WEST SOUTH 224 60
true false SOUTH WEST 224 60
true false WEST SOUTH 224 60
true false SOUTH NORTH 224 60
true false NORTH SOUTH 224 60
true false SOUTH SOUTH 224 60
true false SOUTH WEST 224 60
true false WEST WEST 224 60
true false WEST WEST 224 60
true false WEST WEST 224 60
true false WEST WEST 223 70
true false WEST SOUTH 223 70
true false SOUTH SOUTH 222 80
true false SOUTH EAST 221 90
true false EAST WEST 221 90
true false WEST NORTH 220 100
true false NORTH WEST 220 100
true false WEST NORTH 219 110
true false NORTH EAST 218 120
true false EAST WEST 218 120
true false WEST NORTH 217 130
true false NORTH EAST 216 140
true false EAST WEST 215 150
true false WEST WEST 215 150
true false WEST EAST 215 150
true false EAST WEST 215 150
true false WEST WEST 215 150
true false WEST NORTH 215 150
true false NORTH WEST 214 160
true false WEST EAST 213 170
true false EAST NORTH 213 170
true false NORTH SOUTH 213 170
true false SOUTH NORTH 213 170
true false NORTH EAST 213 170
true false EAST SOUTH 212 180
true false SOUTH NORTH 212 180
true false NORTH SOUTH 212 180
true false SOUTH SOUTH 212 180
true false SOUTH WEST 212 180
true false WEST SOUTH 212 180
true false SOUTH EAST 212 180
true false EAST WEST 212 180
true false WEST WEST 212 180
true false WEST NORTH 211 190
true false NORTH EAST 211 190
true false EAST WEST 211 190
true false WEST SOUTH 211 190
true false SOUTH WEST 210 200
true false WEST NORTH 210 200
true false NORTH EAST 210 200
true false EAST SOUTH 210 200
true false SOUTH WEST 210 200
true false WEST EAST 210 200
true false EAST WEST 210 200
true false WEST SOUTH 210 200
true false SOUTH WEST 210 200
true false WEST NORTH 210 200
true false NORTH EAST 210 200
true false EAST EAST 210 200
true false EAST SOUTH 210 200
true false SOUTH EAST 210 200
true false EAST WEST 210 200
true false WEST SOUTH 210 200
true false SOUTH WEST 209 210
true false WEST WEST 208 220
true false WEST NORTH 208 220
true false NORTH NORTH 208 220
true false NORTH EAST 208 220
true false EAST WEST 208 220
true false WEST WEST 208 220
true false WEST EAST 208 220
